,Category,Product,Rating,Reviews,Price,Image,ASIN,Link
309,Televisions,LG 86UN8570PUC Alexa BuiltIn UHD 85 Series 86Inch 4K Smart UHD TV 2020,4.6 out of 5 stars,362.0,"1,696.99",https://m.media-amazon.com/images/I/81SfyKpEieL._AC_UY218_.jpg,B083XWM64D,https://www.amazon.com/LG-86UN8570PUC-Alexa-Built-Ultra/dp/B083XWM64D/ref=sr_1_22?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-22
310,Televisions,"All-New Toshiba 50LF621U21 50-inch Smart 4K UHD with Dolby Vision - Fire TV Edition, Released 2020",4.6 out of 5 stars,5322.0,319.99,https://m.media-amazon.com/images/I/61XJCCT1mIL._AC_UY218_.jpg,B086VR2KY8,https://www.amazon.com/All-New-Toshiba-50LF621U21-50-inch-Vision/dp/B086VR2KY8/ref=sr_1_23?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-23
311,Televisions,Hisense 32-Inch 32H5500F Class H55 Series Android Smart TV with Voice Remote (2020 Model),4.3 out of 5 stars,2757.0,139.99,https://m.media-amazon.com/images/I/8161gQWMnNL._AC_UY218_.jpg,B081KTBM1C,https://www.amazon.com/Hisense-32H5500F-32-Inch-Android-Smart/dp/B081KTBM1C/ref=sr_1_24?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-24
312,Televisions,"TCL 32"" 3-Series 720p Roku Smart TV - 32S335",4.6 out of 5 stars,38024.0,128.00,https://m.media-amazon.com/images/I/61ficuy07aL._AC_UY218_.jpg,B088S3V3R4,https://www.amazon.com/TCL-32-720p-ROKU-Smart/dp/B088S3V3R4/ref=sr_1_1?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-1
313,Televisions,"TCL 4K Smart LED TV, 50"" (50S435)",4.6 out of 5 stars,1355.0,,https://m.media-amazon.com/images/I/714hn7q7WxL._AC_UY218_.jpg,B08DHFX4FV,https://www.amazon.com/TCL-4K-Smart-LED-50S435/dp/B08DHFX4FV/ref=sr_1_2?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-2
314,Televisions,"SAMSUNG 43-inch Class Crystal UHD TU-8000 Series - 4K UHD HDR Smart TV with Alexa Built-in (UN43TU8000FXZA, 2020 Model)",4.7 out of 5 stars,19145.0,377.99,https://m.media-amazon.com/images/I/71RiQZ0J2SL._AC_UY218_.jpg,B084JHKT7S,https://www.amazon.com/SAMSUNG-43-inch-Crystal-TU-8000-Built/dp/B084JHKT7S/ref=sr_1_3?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-3
315,Televisions,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7 out of 5 stars,28085.0,149.99,https://m.media-amazon.com/images/I/41VCva3xinL._AC_UY218_.jpg,B07FPP6TB5,https://www.amazon.com/Insignia-NS-32DF310NA19-32-inch-720p-Smart/dp/B07FPP6TB5/ref=sr_1_4?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-4
316,Televisions,"TCL 55"" 5-Series 4K UHD Dolby Vision HDR QLED Roku Smart TV - 55S535",4.6 out of 5 stars,2100.0,448.00,https://m.media-amazon.com/images/I/91tMNAWWsPL._AC_UY218_.jpg,B0885N4FPZ,https://www.amazon.com/TCL-Dolby-Vision-QLED-Smart/dp/B0885N4FPZ/ref=sr_1_5?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-5
317,Televisions,"LG OLED55CXPUA Alexa Built-In CX 55"" 4K Smart OLED TV (2020)",4.8 out of 5 stars,2517.0,"1,396.99",https://m.media-amazon.com/images/I/A1LDFBeKebL._AC_UY218_.jpg,B0829RYP8V,https://www.amazon.com/LG-OLED55CXPUA-Alexa-Built-Ultra/dp/B0829RYP8V/ref=sr_1_6?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-6
318,Televisions,"All-New Insignia NS-50DF710NA21 50-inch Smart 4K UHD - Fire TV Edition, Released 2020",4.6 out of 5 stars,8612.0,299.99,https://m.media-amazon.com/images/I/61+OhM4LEUL._AC_UY218_.jpg,B086VRR9K9,https://www.amazon.com/All-New-Insignia-NS-50DF710NA21-50-inch-Smart/dp/B086VRR9K9/ref=sr_1_7?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-7
319,Televisions,All-New Insignia NS-24DF310NA21 24-inch Smart HD 720p TV - Fire TV Edition,4.6 out of 5 stars,4112.0,99.99,https://m.media-amazon.com/images/I/51H3k8XVFCL._AC_UY218_.jpg,B0874YZVWK,https://www.amazon.com/All-New-Insignia-NS-24DF310NA21-24-inch-Smart/dp/B0874YZVWK/ref=sr_1_8?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-8
320,Televisions,"TCL 55"" 6-Series 4K UHD Dolby Vision HDR QLED Roku Smart TV - 55R635",4.5 out of 5 stars,1472.0,699.99,https://m.media-amazon.com/images/I/91CXxVtVkAL._AC_UY218_.jpg,B0885F5GMP,https://www.amazon.com/TCL-Dolby-Vision-QLED-Smart/dp/B0885F5GMP/ref=sr_1_9?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-9
321,Televisions,LG 50UN7300PUF Alexa BuiltIn 50Inch 4K Ultra HD Smart LED TV 2020,4.6 out of 5 stars,4246.0,,https://m.media-amazon.com/images/I/81RMDc4CWYL._AC_UY218_.jpg,B0817CYVGB,https://www.amazon.com/LG-50UN7300PUF-Alexa-Built-Ultra/dp/B0817CYVGB/ref=sr_1_10?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-10
322,Televisions,"SAMSUNG QN32Q50RAFXZA Flat 32"" QLED 4K 32Q50 Series Smart TV",4.7 out of 5 stars,1161.0,447.99,https://m.media-amazon.com/images/I/51NKhnjhpGL._AC_UY218_.jpg,B07W5QYD2K,https://www.amazon.com/SAMSUNG-QN32Q50RAFXZA-32Q50-Smart-TV2019/dp/B07W5QYD2K/ref=sr_1_11?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-11
323,Televisions,"SAMSUNG 65-inch Class Curved UHD TU-8300 Series - 4K UHD HDR Smart TV With Alexa Built-in (UN65TU8300FXZA, 2020 Model)",4.7 out of 5 stars,7034.0,783.00,https://m.media-amazon.com/images/I/9138UedBC+L._AC_UY218_.jpg,B08BTJ5JZ8,https://www.amazon.com/SAMSUNG-65-inch-Curved-TU-8300-Built/dp/B08BTJ5JZ8/ref=sr_1_12?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-12
324,Televisions,"SAMSUNG 65-inch Class QLED Q70T Series - 4K UHD Dual LED Quantum HDR Smart TV with Alexa Built-in (QN65Q70TAFXZA, 2020 Model)",4.6 out of 5 stars,1568.0,"1,097.99",https://m.media-amazon.com/images/I/51d1lfcMIaL._AC_UY218_.jpg,B0849L2DM3,https://www.amazon.com/SAMSUNG-65-inch-Class-QLED-Built/dp/B0849L2DM3/ref=sr_1_13?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-13
325,Televisions,"All-New Toshiba 32LF221U21 32-inch Smart HD 720p TV - Fire TV Edition, Released 2020",4.7 out of 5 stars,10996.0,149.99,https://m.media-amazon.com/images/I/61x0OuU9XtL._AC_UY218_.jpg,B0872FYTWS,https://www.amazon.com/All-New-Toshiba-32LF221U21-32-inch-Smart/dp/B0872FYTWS/ref=sr_1_14?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-14
326,Televisions,"SAMSUNG 65-inch Class QLED Q80T Series - 4K UHD Direct Full Array 12X Quantum HDR 12X Smart TV with Alexa Built-in (QN65Q80TAFXZA, 2020 Model)",4.6 out of 5 stars,1184.0,"1,497.99",https://m.media-amazon.com/images/I/61DIUfDxBtL._AC_UY218_.jpg,B0845ZSMWS,https://www.amazon.com/SAMSUNG-65-inch-Class-QLED-Built/dp/B0845ZSMWS/ref=sr_1_15?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-15
327,Televisions,LG Electronics 24LM530S-PU 24-Inch HD webOS 3.5 Smart TV,4.5 out of 5 stars,648.0,146.99,https://m.media-amazon.com/images/I/91zmQQ6C09L._AC_UY218_.jpg,B086XL48ZF,https://www.amazon.com/LG-Electronics-24LM530S-PU-24-Inch-webOS/dp/B086XL48ZF/ref=sr_1_16?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-16
328,Televisions,"Hisense 32-Inch Class H4 Series LED Roku Smart TV with Alexa Compatibility (32H4F, 2020 Model)",4.6 out of 5 stars,4470.0,139.99,https://m.media-amazon.com/images/I/71gzlKauNQL._AC_UY218_.jpg,B084BNBLQS,https://www.amazon.com/Hisense-32-Inch-Class-Compatibility-32H4F/dp/B084BNBLQS/ref=sr_1_17?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-17
329,Televisions,"SAMSUNG 55-inch Class QLED Q60T Series - 4K UHD Dual LED Quantum HDR Smart TV with Alexa Built-in (QN55Q60TAFXZA, 2020 Model)",4.6 out of 5 stars,3123.0,647.99,https://m.media-amazon.com/images/I/81fkfrkmjSL._AC_UY218_.jpg,B0845NT2HX,https://www.amazon.com/SAMSUNG-55-inch-Class-QLED-Built/dp/B0845NT2HX/ref=sr_1_18?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-18
330,Televisions,"Sony X900H 55 Inch TV: 4K Ultra HD Smart LED TV with HDR, Game Mode for Gaming, and Alexa Compatibility - 2020 Model",4.6 out of 5 stars,2131.0,998.00,https://m.media-amazon.com/images/I/612U-Yeox0L._AC_UY218_.jpg,B084KPSM5C,https://www.amazon.com/Sony-X900H-55-Inch-Compatibility/dp/B084KPSM5C/ref=sr_1_19?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-19
331,Televisions,Sony X800H 43 Inch TV: 4K Ultra HD Smart LED TV with HDR and Alexa Compatibility - 2020 Model,4.6 out of 5 stars,2728.0,448.00,https://m.media-amazon.com/images/I/71VC9cPNy6L._AC_UY218_.jpg,B083R24RLN,https://www.amazon.com/Sony-X800H-43-Inch-Compatibility/dp/B083R24RLN/ref=sr_1_20?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-20
332,Televisions,Sony X750H 65-inch 4K Ultra HD LED TV -2020 Model,4.6 out of 5 stars,2053.0,,https://m.media-amazon.com/images/I/61qVVtdXJ1L._AC_UY218_.jpg,B085M7NVGR,https://www.amazon.com/Sony-X750H-65-inch-Ultra-2020/dp/B085M7NVGR/ref=sr_1_21?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-21
333,Televisions,LG 86UN8570PUC Alexa BuiltIn UHD 85 Series 86Inch 4K Smart UHD TV 2020,4.6 out of 5 stars,362.0,"1,696.99",https://m.media-amazon.com/images/I/81SfyKpEieL._AC_UY218_.jpg,B083XWM64D,https://www.amazon.com/LG-86UN8570PUC-Alexa-Built-Ultra/dp/B083XWM64D/ref=sr_1_22?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-22
334,Televisions,"All-New Toshiba 50LF621U21 50-inch Smart 4K UHD with Dolby Vision - Fire TV Edition, Released 2020",4.6 out of 5 stars,5322.0,319.99,https://m.media-amazon.com/images/I/61XJCCT1mIL._AC_UY218_.jpg,B086VR2KY8,https://www.amazon.com/All-New-Toshiba-50LF621U21-50-inch-Vision/dp/B086VR2KY8/ref=sr_1_23?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-23
335,Televisions,Hisense 32-Inch 32H5500F Class H55 Series Android Smart TV with Voice Remote (2020 Model),4.3 out of 5 stars,2757.0,139.99,https://m.media-amazon.com/images/I/8161gQWMnNL._AC_UY218_.jpg,B081KTBM1C,https://www.amazon.com/Hisense-32H5500F-32-Inch-Android-Smart/dp/B081KTBM1C/ref=sr_1_24?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-24
336,Televisions,"TCL 32"" 3-Series 720p Roku Smart TV - 32S335",4.6 out of 5 stars,38024.0,128.00,https://m.media-amazon.com/images/I/61ficuy07aL._AC_UY218_.jpg,B088S3V3R4,https://www.amazon.com/TCL-32-720p-ROKU-Smart/dp/B088S3V3R4/ref=sr_1_1?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-1
337,Televisions,"TCL 4K Smart LED TV, 50"" (50S435)",4.6 out of 5 stars,1355.0,,https://m.media-amazon.com/images/I/714hn7q7WxL._AC_UY218_.jpg,B08DHFX4FV,https://www.amazon.com/TCL-4K-Smart-LED-50S435/dp/B08DHFX4FV/ref=sr_1_2?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-2
338,Televisions,"SAMSUNG 43-inch Class Crystal UHD TU-8000 Series - 4K UHD HDR Smart TV with Alexa Built-in (UN43TU8000FXZA, 2020 Model)",4.7 out of 5 stars,19145.0,377.99,https://m.media-amazon.com/images/I/71RiQZ0J2SL._AC_UY218_.jpg,B084JHKT7S,https://www.amazon.com/SAMSUNG-43-inch-Crystal-TU-8000-Built/dp/B084JHKT7S/ref=sr_1_3?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-3
339,Televisions,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7 out of 5 stars,28085.0,149.99,https://m.media-amazon.com/images/I/41VCva3xinL._AC_UY218_.jpg,B07FPP6TB5,https://www.amazon.com/Insignia-NS-32DF310NA19-32-inch-720p-Smart/dp/B07FPP6TB5/ref=sr_1_4?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-4
340,Televisions,"TCL 55"" 5-Series 4K UHD Dolby Vision HDR QLED Roku Smart TV - 55S535",4.6 out of 5 stars,2100.0,448.00,https://m.media-amazon.com/images/I/91tMNAWWsPL._AC_UY218_.jpg,B0885N4FPZ,https://www.amazon.com/TCL-Dolby-Vision-QLED-Smart/dp/B0885N4FPZ/ref=sr_1_5?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-5
341,Televisions,"LG OLED55CXPUA Alexa Built-In CX 55"" 4K Smart OLED TV (2020)",4.8 out of 5 stars,2517.0,"1,396.99",https://m.media-amazon.com/images/I/A1LDFBeKebL._AC_UY218_.jpg,B0829RYP8V,https://www.amazon.com/LG-OLED55CXPUA-Alexa-Built-Ultra/dp/B0829RYP8V/ref=sr_1_6?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-6
342,Televisions,"All-New Insignia NS-50DF710NA21 50-inch Smart 4K UHD - Fire TV Edition, Released 2020",4.6 out of 5 stars,8612.0,299.99,https://m.media-amazon.com/images/I/61+OhM4LEUL._AC_UY218_.jpg,B086VRR9K9,https://www.amazon.com/All-New-Insignia-NS-50DF710NA21-50-inch-Smart/dp/B086VRR9K9/ref=sr_1_7?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-7
343,Televisions,All-New Insignia NS-24DF310NA21 24-inch Smart HD 720p TV - Fire TV Edition,4.6 out of 5 stars,4112.0,99.99,https://m.media-amazon.com/images/I/51H3k8XVFCL._AC_UY218_.jpg,B0874YZVWK,https://www.amazon.com/All-New-Insignia-NS-24DF310NA21-24-inch-Smart/dp/B0874YZVWK/ref=sr_1_8?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-8
344,Televisions,"TCL 55"" 6-Series 4K UHD Dolby Vision HDR QLED Roku Smart TV - 55R635",4.5 out of 5 stars,1472.0,699.99,https://m.media-amazon.com/images/I/91CXxVtVkAL._AC_UY218_.jpg,B0885F5GMP,https://www.amazon.com/TCL-Dolby-Vision-QLED-Smart/dp/B0885F5GMP/ref=sr_1_9?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-9
345,Televisions,LG 50UN7300PUF Alexa BuiltIn 50Inch 4K Ultra HD Smart LED TV 2020,4.6 out of 5 stars,4246.0,,https://m.media-amazon.com/images/I/81RMDc4CWYL._AC_UY218_.jpg,B0817CYVGB,https://www.amazon.com/LG-50UN7300PUF-Alexa-Built-Ultra/dp/B0817CYVGB/ref=sr_1_10?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-10
346,Televisions,"SAMSUNG QN32Q50RAFXZA Flat 32"" QLED 4K 32Q50 Series Smart TV",4.7 out of 5 stars,1161.0,447.99,https://m.media-amazon.com/images/I/51NKhnjhpGL._AC_UY218_.jpg,B07W5QYD2K,https://www.amazon.com/SAMSUNG-QN32Q50RAFXZA-32Q50-Smart-TV2019/dp/B07W5QYD2K/ref=sr_1_11?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-11
347,Televisions,"SAMSUNG 65-inch Class Curved UHD TU-8300 Series - 4K UHD HDR Smart TV With Alexa Built-in (UN65TU8300FXZA, 2020 Model)",4.7 out of 5 stars,7034.0,783.00,https://m.media-amazon.com/images/I/9138UedBC+L._AC_UY218_.jpg,B08BTJ5JZ8,https://www.amazon.com/SAMSUNG-65-inch-Curved-TU-8300-Built/dp/B08BTJ5JZ8/ref=sr_1_12?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-12
348,Televisions,"SAMSUNG 65-inch Class QLED Q70T Series - 4K UHD Dual LED Quantum HDR Smart TV with Alexa Built-in (QN65Q70TAFXZA, 2020 Model)",4.6 out of 5 stars,1568.0,"1,097.99",https://m.media-amazon.com/images/I/51d1lfcMIaL._AC_UY218_.jpg,B0849L2DM3,https://www.amazon.com/SAMSUNG-65-inch-Class-QLED-Built/dp/B0849L2DM3/ref=sr_1_13?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-13
349,Televisions,"All-New Toshiba 32LF221U21 32-inch Smart HD 720p TV - Fire TV Edition, Released 2020",4.7 out of 5 stars,10996.0,149.99,https://m.media-amazon.com/images/I/61x0OuU9XtL._AC_UY218_.jpg,B0872FYTWS,https://www.amazon.com/All-New-Toshiba-32LF221U21-32-inch-Smart/dp/B0872FYTWS/ref=sr_1_14?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-14
350,Televisions,"SAMSUNG 65-inch Class QLED Q80T Series - 4K UHD Direct Full Array 12X Quantum HDR 12X Smart TV with Alexa Built-in (QN65Q80TAFXZA, 2020 Model)",4.6 out of 5 stars,1184.0,"1,497.99",https://m.media-amazon.com/images/I/61DIUfDxBtL._AC_UY218_.jpg,B0845ZSMWS,https://www.amazon.com/SAMSUNG-65-inch-Class-QLED-Built/dp/B0845ZSMWS/ref=sr_1_15?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-15
351,Televisions,LG Electronics 24LM530S-PU 24-Inch HD webOS 3.5 Smart TV,4.5 out of 5 stars,648.0,146.99,https://m.media-amazon.com/images/I/91zmQQ6C09L._AC_UY218_.jpg,B086XL48ZF,https://www.amazon.com/LG-Electronics-24LM530S-PU-24-Inch-webOS/dp/B086XL48ZF/ref=sr_1_16?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-16
352,Televisions,"Hisense 32-Inch Class H4 Series LED Roku Smart TV with Alexa Compatibility (32H4F, 2020 Model)",4.6 out of 5 stars,4470.0,139.99,https://m.media-amazon.com/images/I/71gzlKauNQL._AC_UY218_.jpg,B084BNBLQS,https://www.amazon.com/Hisense-32-Inch-Class-Compatibility-32H4F/dp/B084BNBLQS/ref=sr_1_17?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-17
353,Televisions,"SAMSUNG 55-inch Class QLED Q60T Series - 4K UHD Dual LED Quantum HDR Smart TV with Alexa Built-in (QN55Q60TAFXZA, 2020 Model)",4.6 out of 5 stars,3123.0,647.99,https://m.media-amazon.com/images/I/81fkfrkmjSL._AC_UY218_.jpg,B0845NT2HX,https://www.amazon.com/SAMSUNG-55-inch-Class-QLED-Built/dp/B0845NT2HX/ref=sr_1_18?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-18
354,Televisions,"Sony X900H 55 Inch TV: 4K Ultra HD Smart LED TV with HDR, Game Mode for Gaming, and Alexa Compatibility - 2020 Model",4.6 out of 5 stars,2131.0,998.00,https://m.media-amazon.com/images/I/612U-Yeox0L._AC_UY218_.jpg,B084KPSM5C,https://www.amazon.com/Sony-X900H-55-Inch-Compatibility/dp/B084KPSM5C/ref=sr_1_19?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-19
355,Televisions,Sony X800H 43 Inch TV: 4K Ultra HD Smart LED TV with HDR and Alexa Compatibility - 2020 Model,4.6 out of 5 stars,2728.0,448.00,https://m.media-amazon.com/images/I/71VC9cPNy6L._AC_UY218_.jpg,B083R24RLN,https://www.amazon.com/Sony-X800H-43-Inch-Compatibility/dp/B083R24RLN/ref=sr_1_20?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-20
356,Televisions,Sony X750H 65-inch 4K Ultra HD LED TV -2020 Model,4.6 out of 5 stars,2053.0,,https://m.media-amazon.com/images/I/61qVVtdXJ1L._AC_UY218_.jpg,B085M7NVGR,https://www.amazon.com/Sony-X750H-65-inch-Ultra-2020/dp/B085M7NVGR/ref=sr_1_21?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-21
357,Televisions,LG 86UN8570PUC Alexa BuiltIn UHD 85 Series 86Inch 4K Smart UHD TV 2020,4.6 out of 5 stars,362.0,"1,696.99",https://m.media-amazon.com/images/I/81SfyKpEieL._AC_UY218_.jpg,B083XWM64D,https://www.amazon.com/LG-86UN8570PUC-Alexa-Built-Ultra/dp/B083XWM64D/ref=sr_1_22?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-22
358,Televisions,"All-New Toshiba 50LF621U21 50-inch Smart 4K UHD with Dolby Vision - Fire TV Edition, Released 2020",4.6 out of 5 stars,5322.0,319.99,https://m.media-amazon.com/images/I/61XJCCT1mIL._AC_UY218_.jpg,B086VR2KY8,https://www.amazon.com/All-New-Toshiba-50LF621U21-50-inch-Vision/dp/B086VR2KY8/ref=sr_1_23?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-23
359,Televisions,Hisense 32-Inch 32H5500F Class H55 Series Android Smart TV with Voice Remote (2020 Model),4.3 out of 5 stars,2757.0,139.99,https://m.media-amazon.com/images/I/8161gQWMnNL._AC_UY218_.jpg,B081KTBM1C,https://www.amazon.com/Hisense-32H5500F-32-Inch-Android-Smart/dp/B081KTBM1C/ref=sr_1_24?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-24
360,Televisions,"TCL 32"" 3-Series 720p Roku Smart TV - 32S335",4.6 out of 5 stars,38024.0,128.00,https://m.media-amazon.com/images/I/61ficuy07aL._AC_UY218_.jpg,B088S3V3R4,https://www.amazon.com/TCL-32-720p-ROKU-Smart/dp/B088S3V3R4/ref=sr_1_1?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-1
361,Televisions,"TCL 4K Smart LED TV, 50"" (50S435)",4.6 out of 5 stars,1355.0,,https://m.media-amazon.com/images/I/714hn7q7WxL._AC_UY218_.jpg,B08DHFX4FV,https://www.amazon.com/TCL-4K-Smart-LED-50S435/dp/B08DHFX4FV/ref=sr_1_2?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-2
362,Televisions,"SAMSUNG 43-inch Class Crystal UHD TU-8000 Series - 4K UHD HDR Smart TV with Alexa Built-in (UN43TU8000FXZA, 2020 Model)",4.7 out of 5 stars,19145.0,377.99,https://m.media-amazon.com/images/I/71RiQZ0J2SL._AC_UY218_.jpg,B084JHKT7S,https://www.amazon.com/SAMSUNG-43-inch-Crystal-TU-8000-Built/dp/B084JHKT7S/ref=sr_1_3?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-3
363,Televisions,Insignia NS-32DF310NA19 32-inch Smart HD TV - Fire TV Edition,4.7 out of 5 stars,28085.0,149.99,https://m.media-amazon.com/images/I/41VCva3xinL._AC_UY218_.jpg,B07FPP6TB5,https://www.amazon.com/Insignia-NS-32DF310NA19-32-inch-720p-Smart/dp/B07FPP6TB5/ref=sr_1_4?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-4
364,Televisions,"TCL 55"" 5-Series 4K UHD Dolby Vision HDR QLED Roku Smart TV - 55S535",4.6 out of 5 stars,2100.0,448.00,https://m.media-amazon.com/images/I/91tMNAWWsPL._AC_UY218_.jpg,B0885N4FPZ,https://www.amazon.com/TCL-Dolby-Vision-QLED-Smart/dp/B0885N4FPZ/ref=sr_1_5?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-5
365,Televisions,"LG OLED55CXPUA Alexa Built-In CX 55"" 4K Smart OLED TV (2020)",4.8 out of 5 stars,2517.0,"1,396.99",https://m.media-amazon.com/images/I/A1LDFBeKebL._AC_UY218_.jpg,B0829RYP8V,https://www.amazon.com/LG-OLED55CXPUA-Alexa-Built-Ultra/dp/B0829RYP8V/ref=sr_1_6?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-6
366,Televisions,"All-New Insignia NS-50DF710NA21 50-inch Smart 4K UHD - Fire TV Edition, Released 2020",4.6 out of 5 stars,8612.0,299.99,https://m.media-amazon.com/images/I/61+OhM4LEUL._AC_UY218_.jpg,B086VRR9K9,https://www.amazon.com/All-New-Insignia-NS-50DF710NA21-50-inch-Smart/dp/B086VRR9K9/ref=sr_1_7?dchild=1&qid=1610927229&refinements=p_72%3A1248879011&rnid=1266092011&s=electronics&sr=1-7
